Parafia	url	niedzielne	powszednie	debug_url
Parafia pw. Narodzenia NMP	http://www.tulce.archpoznan.pl 	Msze św. w niedziele: godz. 7.45, godz. 9.15, godz. 10.45, godz. 12.00, godz. 17.00, filia 10.15	Msze św. w dni powszednie: godz. 17.30, godz.18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,313/
Parafia pw. św. Michała Archanioła		Msze św. w niedziele: Uzarzewo: sb. godz. 16.30, nd. 9.30; Biskupice: sb. godz. 18.00, nd. godz. 8.00, godz. 11.00	Msze św. w dni powszednie: Uzarzewo czw. godz. 16.30; Biskupice godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,312/
Parafia pw. Miłosierdzia Bożego		Msze św. w niedziele: godz. 8.30, godz. 11.00	Msze w dni powszednie: latem pon.- pt. godz. 18.00; sobota godz. 17.00; zimą pon. - pt. godz. 17.00, sobota godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,146/
Parafia pw. Wniebowzięcia Matki Bożej i św. Michała		Msze św. w niedziele: godz. 7.30, godz. 10.30, godz. 11.45, godz. 18.30; Wrzeszczyna godz. 9.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,373/
Parafia pw. św. Marii Magdaleny		Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 12.00, godz. 15.00, filie: Gradowice, Zielęcin godz. 10.30	Msze św. w dni powszednie: poniedziałek, środa, piątek: godz. 8.00, godz. 18.00; wtorek, czwartek: godz. 18.00, g. 18.30.	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,383/
Parafia pw. św. Rocha	http://www.parafiawieszczyczyn.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00 i 11.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,352/
Parafia pw. św. Jadwigi		Msze św. w niedziele: 8:00, 10:30, 12:15 – kaplica w Podrzewiu	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,184/
Parafia pw. św. Marcina		Msze św. niedzielne: sobota: 18:00; niedziela: 9:30, 10:00, 11:30	Msze św. w dni powszednie: 17:30 listopad-marzec; 18:30 kwiecień-pździernik	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,364/
Parafia pw. św. Jadwigi		Msze św. w niedziele: 8:00, 9:30, 11:00	Msze św. w dni powszednie: 17:00 (zimą), 18:00 (latem)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,332/
Parafia pw. św. Floriana	http://www.parafiawiry.pl	Msze św. w niedziele: 7:30, 9:00, 11:00	Msze św. w dni powszednie: wtorek 8:00; piątek 17:00; poniedziałek, środa , czwartek - 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,135/
Parafia pw. Świętej Trójcy		Msze św. w niedziele: od maja do końca września Kościół Włoszakowice 7:30, 9:00, 11:30; Boszkowo Kaplica Leśna 10:15. Pozostałe miesiące roku - Włoszakowice: 7:30, 9:00, 11:00	Msze św. w dni powszednie: poniedziałek - piątek 18:00; sobota 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,265/
Parafia pw. św. Brata Alberta Chmielowskiego	http://www.swalbert-wojnowice.pl	Msze św. w niedziele: 8:00, 9:30 - Niegolewo, 11:00	Msze św. w dni powszednie: pn., wt., śr., pt. - 18:00; 8:00 - czw.	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,20/
Parafia pw. NMP Niepokalanie Poczętej	http://www.farawolsztyn.pl	Msze św. w niedziele: godz. 7.00, godz. 8.30, godz. 9.30, godz. 11.00, godz. 12.30, godz. 15.30 (lipiec-sierpień nie) godz. 18.30, Tłoki godz. 10.00	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,382/
Parafia pw. św. Józefa Opiekuna Kościoła Świętego	http://www.swjozefwolsztyn.pl	Msze św. w niedziele: 7:00, 9:00, 11:00, 12:15, 16:30, 18:00; kaplica Sióstr: 8:00, 10:00	Msze św. w dni powszednie: 8:00, 18:00; kaplica Sióstr 6:45	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,381/
Parafia pw. św. Wawrzyńca	http://www.woniesc.archpoznan.pl	Msze św. w niedziele: Wonieść - 9.15, 11.00; Parsko - 8.00	Msze św. w dni powszednie:czas zimowy (01.10-31.03) 17.00 - poniedziałek, wtorek, środa, piątek; czas letni (01.04-30.09) 18.00 - poniedziałek, wtorek, środa, piątek; 7.00 - czwartek; 18.00 - sobota	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,331/
Parafia pw. Miłosierdzia Bożego	http://parafiawroniawy.pl	Msze św. w niedziele: 9:30	Msze św. w dni powszednie: wtorek, czwartek: 18:30; sobota: 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,380/
Parafia pw. św. Katarzyny	http://katarzynawronki.archpoznan.pl	Msze św. w niedziele: 7:00, 9:00, 10:30, 12:00, 15:30 (z wyjątkiem I, VII, VIII), 18:30	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,392/
Parafia pw. św. Urszuli Ledóchowskiej	http://www.swurszula.wronki.pl	Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00, godz. 15.00	Msze św. w dni powszednie: godz. 17.30, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,391/
Parafia pw. św. Andrzeja Apostoła	http://www.parafiawyskoc.pl 	Msze św. w niedziele: Wyskoć: 8:00, 11:15; Turew: 9:30	Msze św. w dni powszednie: od X-III 18.00 od IV-IX 18.30, wtorek 8.00 (oprócz V i X)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,87/
Parafia pw. św. Michała Archanioła	http://www.wytomysl.archpoznan.pl 	Msze św. w niedziele: godz. 8:30, godz. 10:00 (z udziałem dzieci), godz. 11.30	Msze św. w dni powszednie: pon., śr., czw., pt. - godz. 18:00 (X-III), 19:00 (IV-IX); wt. godz. 8:00; sob. godz. 17:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,145/
Parafia pw. NMP Królowej Korony Polskiej	http://www.parafia.zakrzewo.com	Msze św. w niedziele: 9:00, 11:00	Msze św. w dni powszednie: wtorek - 9.00, pozostałe dni - 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,273/
Parafia pw. św. Klemensa		Msze św. w niedziele: sobota: Zakrzewo 18:00, Kawcze 17:00; niedziela: Zakrzewo 8:30, 10:00, 11:15	Msze św. w dni powszednie: Zakrzewo 18:00 (oprócz czwartków); czwartek Kawcze 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,284/
Parafia pw. św. Kazimierza		Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,400/
Parafia pw. Matki Boskiej Królowej Polski		Msze św. w niedziele: godz. 8.30, godz. 10.30	Msze św. w dni powszednie: zimą godz. 18.00, latem godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,109/
Parafia pw. Najświętszego Serca Pana Jezusa		Msze św. w niedziele: Zalesie godz. 8.00, godz. 11.00; Koszkowo godz. 9.30	Msze św. w dni powszednie: lato godz. 18.30, zima godz. 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,45/
Parafia pw. Niepokalanego Serca NMP		Msze św. w niedziele: godz. 8.00, godz. 11.00, godz. 12.15	Msze św. w dni powszednie: godz. 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,100/
Parafia pw. św. Wawrzyńca		Msze św. w niedziele: godz. 7.00 kaplica Sióstr Służebniczek godz. 8.30, godz. 10.00, godz. 18.00, Luciny godz. 9.00	Msze św. w dni powszednie: godz. 7.30 kaplica Sióstr Służebniczek, godz. 18.00 kościół parafialny	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,99/
Parafia pw. Narodzenia NMP		Msze św. w niedziele: (na przemian z Niechłodem) 9:00 - I, III, V, VII, IX, XI; 11:00 - II, IV, VI, VIII, X, XII	Msze św. w dni powszednie: wt., czw., sob. – 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,363/
Parafia pw. Najśw. Maryi Panny Wniebowziętej	http://www.parafia-zbaszyn.pl	Msze św. w niedziele: godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00	Msze św. w dni powszednie: godz. 7.00, godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,399/
Parafia pw. Najświętszego Serca Jezusowego i Niepokalanego Serca Maryi	http://parafiazebowo.archpoznan.pl	Msze św. w niedziele: w Zębowie: 8:00 i 11:30	Msze św. w dni powszednie: 18:30, w Adwencie o 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,144/
Parafia pw. św. Floriana	http://www.parafiazielonawies.bloog.pl	Msze św. w niedziele: godz. 8.30, godz. 10.30	Msze św. w dni powszednie: godz. 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,283/
Parafia pw. Świętej Trójcy		Msze św. w niedziele: 8:30, 11:00, 16:30 - DPS	Msze św. w dni powszednie: pon., śr.: 19:00 (listopad-marzec: 18:00); wt., czw.: 7:30; pt.: 16:00 - dla dzieci, 19:00(listopad-marzec: 18:00) - dla młodzieży i pozostałych	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,11/
Parafia pw. św. Joanny Beretty-Molla	http://www.giannazlotniki.pl	Msze św. niedzielne: 8.00,9.00 (kaplica filialna pw. Św. Faustyny), 10.30 msza dla dzieci, 12.00, 18.30W lipcu i sierpniu: 8.00,9.00 (kaplica filialna pw. Św. Faustyny) 10.30 msza dla dzieci, 20.00	Msze św. w dni powszednie: 18.30	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,1204/
Parafia pw. św. Jakuba Ap.		Msze św. w niedziele: godz. 9.00, godz. 11.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,351/
Parafia pw. św. Mikołaja	http://www.parafiazydowo.archpoznan.pl 	Msze św. w niedziele: kościół w Żydowie: 07:30, 11:00; filia w Lulinie: 09:30	Msze św. w dni powszednie: od wt. do sob. 18:00; pon. 08:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,320/
Parafia pw. św. Stanisława Bpa		Msze św. w niedziele: Żytowiecko godz. 8.00, godz. 11.00; Łęka Wielka sobota godz. 18.00, niedziela godz. 9.30	Msze św. w dni powszednie: poniedziałek, środa, piątek: godz. 18.00; wtorek, czwartek, sobota: godz. 7.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,108/
